scrip_code,symbol,name,sector,industry,market_cap
762747,KLBRENG-B,KILBURN ENGINEERING LTD.,,,
19937,KILITCH,KILITCH DRUGS INDIA LTD,,,
500240,KINETICENG,KINETIC ENGINEERING LTD.,,,
530215,KINGSINFR,KINGS INFRA VENTURES LIMITED,,,
19126,KIOCL,KIOCL LIMITED,,,
16639,KIRIINDUS,KIRI INDUSTRIES LIMITED,,,
18581,KIRLOSBROS,KIRLOSKAR BROTHERS LTD,,,
14466,KIRLFER,KIRLOSKAR FERROUS IND LTD,,,
19025,KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,,,
20936,KIRLOSENG,KIRLOSKAR OIL ENG LTD,,,
15180,KIRLPNU,KIRLOSKAR PNEUMATIC COM L,,,
28899,KITEX,KITEX GARMENTS LTD,,,
532304,KJMCCORP,KJMC CORPORATE ADVISORS (INDIA,,,
524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDI,,,
27084,KMEW,KNOWLEDGE MARINE & EN W L,,,
544481,KRT,KNOWLEDGE REALTY TRUST,,,
15283,KNRCON,KNR CONSTRU LTD.,,,
16827,KOKUYOCMLN,KOKUYO CAMLIN LIMITED,,,
15124,KOLTEPATIL,KOLTE PATIL DEV. LTD.,,,
524280,KOPRAN,KOPRAN LTD.,,,
14858,GOLD1,KOTAK GOLD ETF,,,
1922,KOTAKBANK,KOTAK MAHINDRA BANK LTD,,,
18102,NIFTY1,KOTAK NIFTY ETF,,,
15061,PSUBANK,KOTAK PSU BANK,,,
7412,ALPHA,KOTAKMAMC - KOTAKALPHA,,,
13950,LIQUID1,KOTAKMAMC - KOTAKLIQ,,,
760709,NEXT50ETF,KOTAKMAMC - NEXT50ETF,,,
5851,BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,,,
4594,KOTHARIPET,KOTHARI PETROCHEM LTD,,,
544150,KPGEL,KP GREEN ENGINEERING LIMITED,,,
5108,KPIGREEN,KPI GREEN ENERGY LIMITED,,,
9683,KPITTECH,KPIT TECHNOLOGIES LIMITED,,,
14912,KPRMILL,KPR MILL LTD.,,,
10577,KRBL,KRBL LIMITED,,,
530139,KREONFIN,KREON FINNANCIAL SERVICES LTD.,,,
12847,KRISHANA,KRISHANA PHOSCHEM LIMITED,,,
513369,KVFORGE,KRISHANVEER FORGE LIMITED,,,
761192,KRISHNADEF,KRISHNA DEF AND ALD IND L,,,
4847,KIMS,KRISHNA INST OF MED SCI L,,,
24025,KRONOX,KRONOX LAB SCIENCES LTD,,,
25252,KROSS,KROSS LIMITED,,,
5359,KRSNAA,KRSNAA DIAGNOSTICS LTD,,,
1949,KSB,KSB LIMITED,,,
760433,KSHINTL,KSH INTERNATIONAL LIMITED,,,
11060,KSOLVES,KSOLVES INDIA LIMITED,,,
13870,KUANTUM,KUANTUM PAPERS LIMITED,,,
544554,KVSCASTING,KVS Castings Limited,,,
762757,KPL,KWALITY PHARMACEUTICALS L,,,
543939,KAKA,Kaka Industries Limited,,,
526935,KALIND,Kalind Limited,,,
544023,KALYANI,Kalyani Cast-Tech Limited,,,
543953,KHAZANCHI,Khazanchi Jewellers Limited,,,
24948,LTF,L&T FINANCE LIMITED,,,
18564,LTTS,L&T TECHNOLOGY SER. LTD.,,,
544518,LTELEVATOR,L. T. ELEVATOR LIMITED,,,
14423,LAOPALA,LA OPALA RG LIMITED,,,
6407,LAMBODHARA,LAMBODHARA TEXTILES LTD.,,,
13276,LANDMARK,LANDMARK CARS LIMITED,,,
11483,LT,LARSEN & TOUBRO LTD.,,,
6818,LATENTVIEW,LATENT VIEW ANALYTICS LTD,,,
19234,LAURUSLABS,LAURUS LABS LIMITED,,,
29171,LAXMIDENTL,LAXMI DENTAL LIMITED,,,
19876,LGHL,LAXMI GOLDORNA HOUSE LTD,,,
2841,LXCHEM,LAXMI ORGANIC INDUS LTD,,,
537669,LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI,,,
24067,IXIGO,LE TRAVENUES TECHNOLOGY L,,,
757014,THELEELA,LEELA PALACES HOTEL LTD,,,
532829,LEHAR,LEHAR FOOTWEARS LIMITED,,,
2606,LEMONTREE,LEMON TREE HOTELS LTD,,,
759605,LENSKART,LENSKART SOLUTIONS LTD,,,
18321,LGBBROSLTD,LG BALAKRISHNAN & BROS,,,
760213,LGEINDIA,LG ELECTRONICS INDIA LTD,,,
1994,LIBERTSHOE,LIBERTY SHOES LTD,,,
1997,LICHSGFIN,LIC HOUSING FINANCE LTD,,,
25640,LICMFGOLD,LIC MF - LIC GOLD ETF,,,
9480,LICI,LIFE INSURA CORP OF INDIA,,,
6951,LINC,LINC LIMITED,,,
11596,LINCOLN,LINCOLN PHARMA LTD,,,
1627,LINDEINDIA,LINDE INDIA LIMITED,,,
526604,LIPPISYS,LIPPI SYSTEMS LTD.,,,
17801,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,,,
25807,LLOYDSENT,LLOYDS ENTERPRISES LTD,,,
17313,LLOYDSME,LLOYDS METALS N ENERGY L,,,
500252,LMW,LMW Limited,,,
3220,LODHA,LODHA DEVELOPERS LIMITED,,,
523475,LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,,,
22415,LOVABLE,LOVABLE LINGERIE LTD,,,
13816,LTFOODS,LT FOODS LIMITED,,,
17818,LTM,LTM LIMITED,,,
14014,LUMAXTECH,LUMAX AUTO TECH LTD,,,
2018,LUMAXIND,LUMAX INDUSTRIES LTD,,,
10440,LUPIN,LUPIN LIMITED,,,
11301,LUXIND,LUX INDUSTRIES LIMITED,,,
2028,LYKALABS,LYKA LABS LTD,,,
758150,MBEL,M AND B ENGINEERING LTD,,,
22360,MCL,M TEK COPPER LIMITED,,,
13285,M&MFIN,M&M FIN. SERVICES LTD,,,
538890,MKEXIM,M. K. Exim (India) Ltd.,,,
15017,MAANALU,MAAN ALUMINIUM LIMITED,,,
22347,MACPOWER,MACPOWER CNC MACHINES LTD,,,
12686,MBAPL,MADHYA BHARAT AGRO P. LTD,,,
4911,MADRASFERT,MADRAS FERTILISERS LTD,,,
762772,MAFATIND,MAFATLAL INDUSTRIES LTD.,,,
517320,MAGNUS,MAGNUS STEEL AND INFRA LIMITED,,,
7886,MHLXMIRU,MAHALAXMI RUBTECH LIMITED,,,
544611,MAHALIFE,MAHAMAYA LIFESCIENCES LIMITED,,,
17534,MGL,MAHANAGAR GAS LTD.,,,
2088,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,,,
2031,M&M,MAHINDRA & MAHINDRA LTD,,,
17603,MAHEPC,MAHINDRA EPC IRRIG LTD,,,
17333,MHRIL,MAHINDRA HOLIDAYS LTD,,,
8050,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,,,
385,MAHLOG,MAHINDRA LOGISTIC LIMITED,,,
24538,MAITHANALL,MAITHAN ALLOYS LTD,,,
544351,MALPANI,MALPANI PIPES AND FITTINGS LIM,,,
28687,MAMATA,MAMATA MACHINERY LIMITED,,,
7413,MANAKCOAT,MAN COAT METAL & IND LTD,,,
11884,MANINDS,MAN INDUSTRIES (I) LTD.,,,
18226,MANINFRA,MAN INFRA LTD,,,
15199,MANAKSIA,MANAKSIA LTD.,,,
13796,MANALIPETC,MANALI PETROCHEMICALS LT,,,
19061,MANAPPURAM,MANAPPURAM FINANCE LTD,,,
25597,MANBA,MANBA FINANCE LIMITED,,,
24823,MANCREDIT,MANGAL CREDIT N FINCORP L,,,
2106,MANGLMCEM,MANGALAM CEMENT LTD,,,
759169,MWL,MANGALAM WORLDWIDE LTD,,,
15380,MANKIND,MANKIND PHARMA LIMITED,,,
19015,MVGJL,MANOJ VAIBHAV GEM N JEW L,,,
13753,MANOMAY,MANOMAY TEX INDIA LTD,,,
10227,MANORAMA,MANORAMA INDUSTRIES LTD,,,
18659,MARATHON,MARATHON NXTGEN REALT LTD,,,
531281,MARBLE,MARBLE CITY INDIA LIMITED,,,
4067,MARICO,MARICO LIMITED,,,
1328,MARINE,MARINE ELECTRICAL (I) LTD,,,
760204,MARKOLINES,MARKOLINES PAVEMENT TEC L,,,
10579,MARKSANS,MARKSANS PHARMA LIMITED,,,
761386,MARSONS,MARSONS LIMITED,,,
10999,MARUTI,MARUTI SUZUKI INDIA LTD.,,,
199,MASFIN,MAS FINANCIAL SERV LTD,,,
2124,MASTEK,MASTEK LTD,,,
27047,MASTERTR,MASTER TRUST LIMITED,,,
21726,MATRIMONY,MATRIMONY.COM LIMITED,,,
19646,MAXESTATES,MAX ESTATES LIMITED,,,
2142,MFSL,MAX FINANCIAL SERV LTD,,,
22377,MAXHEALTH,MAX HEALTHCARE INS LTD,,,
22428,MAXIND,MAX INDIA LIMITED,,,
28906,MAYURUNIQ,MAYUR UNIQUOTERS LTD,,,
509,MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,,,
18866,MAZDA,MAZDA LIMITED,,,
21705,MEDIASSIST,MEDI ASSIST HEALTH SER L,,,
6278,MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,,,
7254,MEDPLUS,MEDPLUS HEALTH SERV LTD,,,
760229,MEESHO,MEESHO LIMITED,,,
8153,MEGASTAR,MEGASTAR FOODS LIMITED,,,
6961,MENONBE,MENON BEARINGS LIMITED,,,
762787,MENNPIS,MENON PISTONS LTD.,,,
544441,METAINFO,META INFOTECH LIMITED,,,
7242,METROBRAND,METRO BRANDS LIMITED,,,
9581,METROPOLIS,METROPOLIS HEALTHCARE LTD,,,
759517,MIDWESTLTD,MIDWEST LIMITED,,,
507621,MLKFOOD,MILKFOOD LTD.,,,
25897,MINDACORP,MINDA CORPORATION LTD,,,
18049,MINDTECK,MINDTECK (INDIA) LIMITED,,,
25725,BANKPSU,MIRAEAMC - BANKPSU,,,
761046,DEFENCE,MIRAEAMC - DEFENCE,,,
17572,LIQUID,MIRAEAMC - LIQUID,,,
27075,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,,,
3507,MAFANG,MIRAEAMC - MAFANG,,,
14286,GOLDETF,MIRAEAMC - MAGOLDETF,,,
7979,MAKEINDIA,MIRAEAMC - MAMFGETF,,,
6353,NIFTYETF,MIRAEAMC - MAN50ETF,,,
17181,NEXT50,MIRAEAMC - MANXT50,,,
16777,SILVERAG,MIRAEAMC - MASILVER,,,
5782,MASPTOP50,MIRAEAMC - MASPTOP50,,,
23855,MIDSMALL,MIRAEAMC - MIDSMALL,,,
19224,SENSEXETF,MIRAEAMC - SENSEXETF,,,
2463,MIDHANI,MISHRA DHATU NIGAM LTD,,,
13844,MMFL,MM FORGINGS LTD,,,
16395,MMP,MMP INDUSTRIES LIMITED,,,
17957,MMTC,MMTC LIMITED,,,
515008,MODINSU,MODERN INSULATORS LTD.,,,
759752,MODIS,MODIS NAVNIRMAN LTD,,,
506261,MODISONLTD,MODISON LIMITED,,,
20830,MOIL,MOIL LIMITED,,,
6713,MOLDTKPAC,MOLD-TEK PACKAGING LTD,,,
17625,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,,,
7679,MONARCH,MONARCH NETWORTH CAP LTD,,,
759381,MONEYBOXX,MONEYBOXX FINANCE LIMITED,,,
5938,MONTECARLO,MONTE CARLO FASHIONS LTD.,,,
2259,MOREPENLAB,MOREPEN LAB. LTD,,,
29459,MOSCHIP,MOSCHIP TECHNOLOGIES LTD,,,
21423,MOM100,MOTILAL OS MIDCAP100 ETF,,,
22739,MON100,MOTILAL OS NASDAQ100 ETF,,,
14947,MOTILALOFS,MOTILAL OSWAL FIN LTD,,,
1507,MOGSEC,MOTILALAMC - G5,,,
757669,MOALPHA50,MOTILALAMC - MOALPHA50,,,
30065,MOCAPITAL,MOTILALAMC - MOCAPITAL,,,
24944,MODEFENCE,MOTILALAMC - MODEFENCE,,,
757791,MOGOLD,MOTILALAMC - MOGOLD,,,
25606,MOMENTUM50,MOTILALAMC - MOMENTUM50,,,
757817,MOMIDMTM,MOTILALAMC - MOMIDMTM,,,
8182,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,,,
757167,MONEXT50,MOTILALAMC - MONEXT50,,,
7422,MONQ50,MOTILALAMC - MONQ50,,,
10822,MOQUALITY,MOTILALAMC - MOQUALITY,,,
23184,MOREALTY,MOTILALAMC - MOREALTY,,,
758457,MOSILVER,MOTILALAMC - MOSILVER,,,
757443,MOTOUR,MOTILALAMC - MOTOUR,,,
10825,MOVALUE,MOTILALAMC - MOVALUE,,,
4503,MPHASIS,MPHASIS LIMITED,,,
2283,MRPL,MRPL,,,
1628,BECTORFOOD,MRS BECTORS FOOD SPE LTD,,,
9356,MSTCLTD,MSTC LIMITED,,,
543270,MTARTECH,MTAR Technologies Limited,,,
19783,MUFIN,MUFIN GREEN FINANCE LTD,,,
11325,MUKANDLTD,MUKAND LTD.,,,
31181,MCX,MULTI COMMODITY EXCHANGE,,,
13511,MUNJALAU,MUNJAL AUTO IND. LTD.,,,
2307,MUNJALSHOW,MUNJAL SHOWA LTD,,,
10415,MUTHOOTCAP,MUTHOOT CAP SERV LTD,,,
23650,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,,,
20831,MUTHOOTMF,MUTHOOT MICROFIN LIMITED,,,
543787,ROBU,Macfos Limited,,,
539044,MANAKSTEEL,Manaksia Steels Limited,,,
512595,MANBRO,Manbro Industries Limited,,,
543464,SPITZE,Maruti Interior Products Limit,,,
544106,MCFL,Mayank Cattle Food Limited,,,
538668,MIIL,Meghna Infracon Infrastructure,,,
544773,MRTX,Merritronix Limited,,,
544637,METHODHUB,Methodhub Software Limited,,,
540078,MITSU,Mitsu Chem Plast Limited,,,
539682,MOBAVENUE,Mobavenue AI Tech Limited,,,
544453,MSECL,Monarch Surveyors and Engineer,,,
544695,MSAFE,Msafe Equipments Limited,,,
20425,NACLIND,NACL INDUSTRIES LIMITED,,,
13106,NAHARINDUS,NAHAR INDS ENT LTD,,,
11840,NH,NARAYANA HRUDAYALAYA LTD.,,,
3918,NATCOPHARM,NATCO PHARMA LTD.,,,
11065,NATHBIOGEN,NATH BIO-GENES (I) LTD,,,
6364,NATIONALUM,NATIONAL ALUMINIUM CO LTD,,,
13925,NFL,NATIONAL FERT. LTD,,,
4014,NAVA,NAVA LIMITED,,,
14672,NAVINFLUOR,NAVIN FLUORINE INT. LTD,,,
10557,NAVKARCORP,NAVKAR CORPORATION LTD.,,,
2385,NAVNETEDUL,NAVNEET EDUCATION LTD,,,
2987,NAZARA,NAZARA TECHNOLOGIES LTD,,,
31415,NBCC,NBCC (INDIA) LIMITED,,,
2319,NCC,NCC LIMITED,,,
14490,NCLIND,NCL INDUSTRIES LIMITED,,,
22255,NDRAUTO,NDR AUTO COMPONENTS LTD,,,
11427,NDTV,NDTV LTD,,,
14761,NELCAST,NELCAST LIMITED,,,
2388,NELCO,NELCO LTD,,,
9917,NEOGEN,NEOGEN CHEMICALS LIMITED,,,
760346,NEPHROPLUS,NEPHROCARE HEALTH SERV L,,,
15409,NESCO,NESCO LTD.,,,
17963,NESTLEIND,NESTLE INDIA LIMITED,,,
17433,NETWEB,NETWEB TECH INDIA LTD,,,
756324,NPST,NETWORK PEOPLE SRV TECH L,,,
2406,NEULANDLAB,NEULAND LAB LTD.,,,
1164,NEWGEN,NEWGEN SOFTWARE TECH LTD,,,
508905,NEXOME,NEXOME CAPITAL MARKETS LIMITED,,,
10277,NGLFINE,NGL FINE CHEM LIMITED,,,
17400,NHPC,NHPC LTD,,,
29487,NIBE,NIBE LIMITED,,,
17747,NIITMTS,NIIT LEARNING SYSTEMS LTD,,,
11522,NIITLTD,NIIT LIMITED,,,
526159,NIKHILAD,NIKHIL ADHESIVES LTD.,,,
2421,NILKAMAL,NILKAMAL LIMITED,,,
11439,BANKBEES,NIP IND ETF BANK BEES,,,
2435,CONSUMBEES,NIP IND ETF CONSUMPTION,,,
2636,DIVOPPBEES,NIP IND ETF DIV OPP,,,
14428,GOLDBEES,NIP IND ETF GOLD BEES,,,
18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,,,
10939,JUNIORBEES,NIP IND ETF JUNIOR BEES,,,
11006,LIQUIDBEES,NIP IND ETF LIQUID BEES,,,
8506,MID150BEES,NIP IND ETF MIDCAP 150,,,
29577,NIF100BEES,NIP IND ETF NIFTY 100,,,
10576,NIFTYBEES,NIP IND ETF NIFTY BEES,,,
15032,PSUBNKBEES,NIP IND ETF PSU BANK BEES,,,
538683,SENSEXBEES,NIPPON INDIA ETF SENSEX,,,
357,NAM-INDIA,NIPPON L I A M LTD,,,
757725,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,,,
7880,AUTOBEES,NIPPONAMC - NETFAUTO,,,
8080,SILVERBEES,NIPPONAMC - NETFSILVER,,,
544296,NISUS,NISUS FINANCE SERVICES CO LIMI,,,
13300,NITCO,NITCO LIMITED,,,
13175,NITINSPIN,NITIN SPINNERS LIMITED,,,
27097,NIVABUPA,NIVA BUPA HEALTH INS CO L,,,
8585,NLCINDIA,NLC INDIA LIMITED,,,
15332,NMDC,NMDC LTD.,,,
522289,NMSGLOBAL,NMS GLOBAL LIMITED,,,
2442,NOCIL,NOCIL LIMITED,,,
25426,NORTHARC,NORTHERN ARC CAPITAL LTD,,,
9007,NOVARTIND,NOVARTIS INDIA LIMITED,,,
7553,NRBBEARING,NRB BEARING LIMITED,,,
27176,NTPCGREEN,NTPC GREEN ENERGY LIMITED,,,
11630,NTPC,NTPC LTD,,,
10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,,,
18721,NUVAMA,NUVAMA WEALTH MANAGE LTD,,,
5426,NUVOCO,NUVOCO VISTAS CORP LTD,,,
543522,NVENTURES,Nanavati Ventures Limited,,,
544467,NSDL,National Securities Depository,,,
538926,NAPL,Naturite Agro Products Limited,,,
544434,NEETUYOSHI,Neetu Yoshi Limited,,,
543913,NXST,Nexus Select Trust,,,
20242,OBEROIRLTY,OBEROI REALTY LIMITED,,,
2475,ONGC,OIL AND NATURAL GAS CORP.,,,
17438,OIL,OIL INDIA LTD,,,
10637,OLECTRA,OLECTRA GREENTECH LIMITED,,,
759411,OMFREIGHT,OM FREIGHT FORWARDERS LTD,,,
24231,OMINFRAL,OM INFRA LIMITED,,,
762432,OMPOWER,OM POWER TRANSMISSION LTD,,,
14853,OMAXE,OMAXE LIMITED,,,
760865,OMNI,OMNITECH ENGINEERING LTD,,,
6705,PAYTM,ONE 97 COMMUNICATIONS LTD,,,
514330,ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LI,,,
28046,MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,,,
9939,ONEPOINT,ONE POINT ONE SOL LTD,,,
763294,KISSHT,ONEMI TECHNOLOGY SOL LTD,,,
29224,ONESOURCE,ONESOURCE SPECL PHARMA L,,,
513119,ONIXSOLAR,ONIX SOLAR ENERGY LIMITED,,,
15278,ONMOBILE,ONMOBILE GLOBAL LTD.,,,
2481,ONWARDTEC,ONWARD TECHNOLOGIES LTD,,,
21469,OPTIEMUS,OPTIEMUS INFRACOM LTD,,,
10738,OFSS,ORACLE FIN SERV SOFT LTD.,,,
31475,ORBTEXP,ORBIT EXPORTS LIMITED,,,
926,ORCHPHARMA,ORCHID PHARMA LIMITED,,,
543997,ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMI,,,
10159,ORICONENT,ORICON ENTERPRISES LTD,,,
14278,ORIENTBELL,ORIENT BELL LIMITED,,,
30089,ORIENTCEM,ORIENT CEMENT LTD.,,,
2972,ORIENTELEC,ORIENT ELECTRIC LIMITED,,,
2493,ORIENTHOT,ORIENT HOTELS LTD,,,
24961,ORIENTTECH,ORIENT TECHNOLOGIES LTD,,,
10768,OAL,ORIENTAL AROMATICS LTD,,,
531859,ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L,,,
759569,ORKLAINDIA,ORKLA INDIA LIMITED,,,
540198,OSIAJEE,OSIAJEE TEXFAB LIMITED,,,
756802,OSWALPUMPS,OSWAL PUMPS LIMITED,,,
540405,OCEANIC,Oceanic Foods Limited,,,
543578,OLATECH,Olatech Solutions Limited,,,
25312,PNGJL,P N GADGIL JEWELLERS LTD,,,
2535,PGHH,P&G HYGIENE & HEALTH CARE,,,
759342,PACEDIGITK,PACE DIGITEK LIMITED,,,
14413,PAGEIND,PAGE INDUSTRIES LTD,,,
25468,PAISALO,PAISALO DIGITAL LIMITED,,,
17197,PAKKA,PAKKA LIMITED,,,
4055,PANACEABIO,PANACEA BIOTEC LTD,,,
25392,PANAMAPET,PANAMA PETROCHEM LTD,,,
504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY,,,
531280,PANKAJPO,PANKAJ POLYMERS LTD.,,,
544383,PPARIVAH,PARADEEP PARIVAHAN LIMITED,,,
9741,PARADEEP,PARADEEP PHOSPHATES LTD,,,
17130,PARAGMILK,PARAG MILK FOODS LTD.,,,
13951,PARACABLES,PARAMOUNT COMM LTD,,,
5911,PARAS,PARAS DEF AND SPCE TECH L,,,
760351,PARKHOSPS,PARK MEDI WORLD LIMITED,,,
22649,PARKHOTELS,PARKHOTELS,,,
544330,PARMESHWAR,PARMESHWAR METAL LIMITED,,,
757955,PASHUPATI,PASHUPATI COTSPIN LIMITED,,,
17029,PATANJALI,PATANJALI FOODS LIMITED,,,
544460,PATELCHEM,PATEL CHEM SPECIALITIES LIMITE,,,
759439,PATELRMART,PATEL RETAIL LIMITED,,,
517417,PATELSAI,PATELS AIRTEMP (INDIA) LTD.,,,
6656,POLICYBZR,PB FINTECH LIMITED,,,
2649,PCBL,PCBL CHEMICAL LIMITED,,,
5264,PDSL,PDS LIMITED,,,
14260,PGIL,PEARL GLOBAL IND LIMITED,,,
20621,PENIND,PENNAR INDUSTRIES LTD,,,
18365,PERSISTENT,PERSISTENT SYSTEMS LTD,,,
11351,PETRONET,PETRONET LNG LIMITED,,,
2643,PFIZER,PFIZER LTD,,,
25358,PGEL,PG ELECTROPLAST LTD,,,
526747,PGFOILQ,PG FOILS LTD.,,,
759723,PWL,PHYSICSWALLAH LIMITED,,,
24184,PIIND,PI INDUSTRIES LTD,,,
757754,PICCADIL,PICCADILY AGRO INDUSTRI L,,,
2664,PIDILITIND,PIDILITE INDUSTRIES LTD,,,
759820,PINELABS,PINE LABS LIMITED,,,
759551,PIRAMALFIN,PIRAMAL FINANCE LIMITED,,,
11571,PPLPHARMA,PIRAMAL PHARMA LIMITED,,,
14134,PITTIENG,PITTI ENGINEERING LIMITED,,,
9087,PIXTRANS,PIX TRANSMISSIONS LIMITED,,,
13920,PLASTIBLEN,PLASTIBLENDS INDIA LTD,,,
22930,PLATIND,PLATINUM INDUSTRIES LTD,,,
8736,PNBGILTS,PNB GILTS LIMITED,,,
18908,PNBHOUSING,PNB HOUSING FIN LTD.,,,
9385,PNCINFRA,PNC INFRATECH LTD.,,,
760242,PNGSREVA,PNGS REVA DIAMOND JEWEL L,,,
539195,POEL,POCL ENTERPRISES LTD,,,
17651,POKARNA,POKARNA LIMITED,,,
25718,POLYMED,POLY MEDICURE LIMITED,,,
9590,POLYCAB,POLYCAB INDIA LIMITED,,,
2687,POLYPLEX,POLYPLEX CORPORATION LTD,,,
14385,POCL,PONDY OXIDES & CHEM LTD,,,
11403,POONAWALLA,POONAWALLA FINCORP LTD,,,
23142,PVSL,POPULAR VEHICLES N SER L,,,
14299,PFC,POWER FIN CORP LTD.,,,
14977,POWERGRID,POWER GRID CORP. LTD.,,,
15716,PIGL,POWER INSTRUMENT (G) LTD,,,
10473,POWERMECH,POWER MECH PROJECTS LTD.,,,
543290,PGINVIT,POWERGRID Infrastructure Inves,,,
761680,POWERICA,POWERICA LIMITED,,,
15209,PPAP,PPAP AUTOMOTIVE LIMITED,,,
30134,PRABHA,PRABHA ENERGY LIMITED,,,
762839,PRADPME,PRADEEP METALS LTD.,,,
2705,PRAJIND,PRAJ INDUSTRIES LTD,,,
2708,PRAKASH,PRAKASH INDUSTRIES LTD,,,
10297,PPL,PRAKASH PIPES LIMITED,,,
21840,DIAMONDYD,PRATAAP SNACKS LIMITED,,,
762844,PRAVEG,PRAVEG LTD.,,,
12603,PRECAM,PRECISION CAMSHAFTS LTD.,,,
517258,PRECISIO,PRECISION ELECTRONICS LTD.,,,
2717,PRECWIRE,PRECISION WIRES INDIA LTD,,,
25049,PREMIERENE,PREMIER ENERGIES LIMITED,,,
17397,PREMEXPLN,PREMIER EXPLOSIVES LTD,,,
20302,PRESTIGE,PRESTIGE ESTATE LTD,,,
19631,PRICOLLTD,PRICOL LIMITED,,,
532748,PFOCUS,PRIME FOCUS LTD.,,,
11864,PRIMESECU,PRIME SECURITIES LIMITED,,,
16045,PRINCEPIPE,PRINCE PIPES FITTINGS LTD,,,
2739,PRSMJOHNSN,PRISM JOHNSON LIMITED,,,
8825,PRIVISCL,PRIVI SPECIALITY CHE LTD,,,
758173,PROSTARM,PROSTARM INFO SYSTEMS LTD,,,
29472,PROTEAN,PROTEAN EGOV TECHNO LTD,,,
20877,PSPPROJECT,PSP PROJECTS LIMITED,,,
11355,PTC,PTC INDIA LIMITED,,,
15377,PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,,,
10666,PNB,PUNJAB NATIONAL BANK,,,
14922,PURVA,PURAVANKARA LIMITED,,,
13147,PVRINOX,PVR INOX LIMITED,,,
18250,PYRAMID,PYRAMID TECHNOPLAST LTD,,,
544657,PAJSON,Pajson Agro India Limited,,,
544191,PURPLEFIN,Purple Finance Limited,,,
751607,QMSMEDI,QMS MEDICAL ALLIED S LTD,,,
29087,QUADFUTURE,QUADRANT FUTURE TEK LTD,,,
15330,QGOLDHALF,QUANTUM GOLD FUND,,,
17704,QUESS,QUESS CORP LIMITED,,,
543982,QUESTFLOW,QUEST FLOW CONTROLS LIMITED,,,
544091,QLL,Qualitek Labs Limited,,,
539678,QUICKHEAL,Quick Heal Technologies Limite,,,
23043,RKSWAMY,R K SWAMY LIMITED,,,
18566,RRKABEL,R R KABEL LIMITED,,,
13414,RSYSTEMS,R SYS INTERNATIONAL LTD,,,
20760,RPPINFRA,R.P.P INFRA PROJECTS LTD,,,
27171,RACLGEAR,RACL GEARTECH LIMITED,,,
10343,RADHIKAJWE,RADHIKA JEWELTECH LIMITED,,,
10990,RADICO,RADICO KHAITAN LTD,,,
24735,RPEL,RAGHAV PRODUCTIVITY ENH L,,,
9552,RVNL,RAIL VIKAS NIGAM LIMITED,,,
2431,RAILTEL,RAILTEL CORP OF IND LTD,,,
15337,RAIN,RAIN INDUSTRIES LIMITED,,,
9408,RAINBOW,RAINBOW CHILDRENS MED LTD,,,
762859,RAJPALAYAM,RAJAPALAYAM MILLS LTD.,,,
544291,RAJESH,RAJESH POWER SERVICES LIMITED,,,
757049,RAJOOENG,RAJOO ENGINEERS LIMITED,,,
761439,RSL,RAJPUTANA STAINLESS LTD,,,
18962,RAJRATAN,RAJRATAN GLOBAL WIRE LTD,,,
2816,RALLIS,RALLIS INDIA LTD,,,
10485,RAMRAT,RAM RATNA WIRES LIMITED,,,
10568,RAMAPHO,RAMA PHOSPHATES LIMITED,,,
4587,RAMCOIND,RAMCO INDUSTRIES LIMITED,,,
7851,RAMCOSYS,RAMCO SYSTEMS LTD.,,,
11411,RKFORGE,RAMKRISHNA FORGINGS LTD,,,
20134,RAMKY,RAMKY INFRA LTD,,,
11975,RML,RANE (MADRAS) LIMITED,,,
2844,RANEHOLDIN,RANE HOLDINGS LIMITED,,,
500360,RAPICUT,RAPICUT CARBIDES LTD.,,,
22670,RPTECH,RASHI PERIPHERALS LIMITED,,,
2866,RCF,RASHTRIYA CHEMICALS & FER,,,
7177,RATEGAIN,RATEGAIN TRAVEL TECHN LTD,,,
13451,RATNAMANI,RATNAMANI MET & TUB LTD.,,,
18423,RATNAVEER,RATNAVEER PRECISION ENG L,,,
24596,RELTD,RAVINDRA ENERGY LIMITED,,,
